Question_number,Solutions
15.11,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem: Lens and Refraction}

\subsection*{(a) Plano-Convex Lens}

Consider a plano-convex lens of focal length $f$. Let a paraxial ray be incident on the lens from a small object of height $h$. After striking the plano-convex lens normally, it gets refracted at the convex surface and passes through the principal focus $F$, behind the lens, as shown in Fig. 15.21. Let $\theta$ be the angle of incidence at $A$, the angle being measured with the radius of curvature of the curved surface $r$. Let $\phi$ be the angle of refraction.

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{Fig15_21.png}
    \caption{Refraction through a plano-convex lens}
\end{figure}

According to Snell's law:
\begin{equation}
    \sin \phi = n \sin \theta
\end{equation}

For small angles, we have:
\begin{equation}
    \phi = n \theta
\end{equation}

Also, we know:
\begin{equation}
    \theta = \frac{h}{r}, \quad \phi - \theta = \frac{h}{f}
\end{equation}

Combining equations (1) and (2), we derive:
\begin{equation}
    \frac{1}{f} = \frac{n-1}{r}
\end{equation}

We use the convention that $r$ is positive if the refracting surface facing the object is convex, and $r$ is negative if the refracting surface facing the object is concave. A thin lens may be considered as two plano-convex or two plano-concave lenses in contact. Thus, a thin biconvex lens whose faces have radii of curvature $r_1$ and $r_2$ are considered as two plano-convex lenses with their plane surfaces cemented together:

\begin{align}
    \frac{1}{f_1} &= \frac{n-1}{r_1}, \\
    \frac{1}{f_2} &= \frac{n-1}{-r_2}
\end{align}

Therefore, the lens maker's formula is given by:
\begin{equation}
    \frac{1}{f_1} + \frac{1}{f_2} = \frac{1}{F} = (n-1) \left( \frac{1}{r_1} - \frac{1}{r_2} \right)
\end{equation}

For a biconvex lens, $r_1$ is positive and $r_2$ is negative. For a double-concave lens, $r_1$ is negative and $r_2$ is positive.

\subsection*{(b) Lens in a Medium}

If the lens of refractive index $n_1$ is immersed in a medium of index $n_2$, then $n = \frac{n_1}{n_2}$. For example, if $n_1 = 1.2$ and $n_2 = 1.33$, then $n = 0.9$, and the first bracket in equation (5) becomes $n - 1 = -0.1$, resulting in a negative value of $F$. Thus, the plastic lens immersed in water acts as a diverging lens.

\end{document}
```"
15.12,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Physics Problem Solution}

\subsection*{(a)}

The first image due to lens \( L_1 \) alone is formed at \( I_1 \) at a distance \( v_1 \) given by the lens formula:

\[
\frac{1}{u_1} + \frac{1}{v_1} = \frac{1}{f_1}
\]

Solving for \( v_1 \), we have:

\[
v_1 = \frac{u_1 f_1}{u_1 - f_1} = \frac{5 \times 10}{5 - 10} = -10 \, \text{cm}
\]

The image is formed at 10 cm in front of the lens (see Fig. 15.22).

\begin{center}
\includegraphics[width=0.5\textwidth]{fig15_22.png} % Placeholder for Fig. 15.22
\end{center}

\subsection*{(b)}

The image is virtual (\( v_1 \) is negative) and erect.

\subsection*{(c)}

The final image \( I_2 \) is located at distance \( v_2 \) from lens \( L_2 \) given by the result of problem (15.9):

\[
v_2 = \frac{f_2[f_1 u_1 - d(u_1 - f_1)]}{f_1 u_1 + (u_1 - f_1)(f_2 - d)}
\]

Here, \( u_1 = 5 \, \text{cm} \), \( d = 10 \, \text{cm} \), \( f_1 = 10 \, \text{cm} \), and \( f_2 = 12 \, \text{cm} \). Substituting these values into the equation, we find:

\[
v_2 = 30 \, \text{cm} \quad \text{behind the lens } L_2.
\]

\subsection*{(d)}

The final image is real (\( v_2 \) is positive) and inverted.

\end{document}
```

This LaTeX code includes the necessary equations and explanations for the physics problem, formatted properly with sections and subsections for clarity. The figure is referenced but not included; you would need to replace the placeholder with the actual image file path."
15.13,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Refraction through a Sphere}

Let a ray \( PA \) enter the sphere at \( A \), refract at \( A \) and \( B \), and intersect the axis at \( F \) (see Fig. 15.23). Let \(\phi\) be the angle of incidence and \(\theta\) the angle of refraction at \( A \):

\begin{equation}
    \sin \phi = \mu \sin \theta \quad \text{(Snell's law)}
\end{equation}

For small angles, we have:

\begin{equation}
    \phi = \mu \theta
\end{equation}

In \(\triangle \Delta 1 BFC\), we apply the sine rule:

\begin{equation}
    \frac{FC}{BC} = \frac{\sin \widehat{FBC}}{\sin \widehat{BFC}} = \frac{\sin(\pi - \phi)}{\sin 2(\phi - \theta)} = \frac{\sin \phi}{\sin 2(\phi - \theta)} = \frac{\phi}{2(\phi - \theta)}
\end{equation}

since the angles are small. Hence, the equivalent focal length \( F_{\text{eq}} = FC \) is given by:

\begin{equation}
    F_{\text{eq}} = \frac{BC \cdot \phi}{2(\phi - \theta)} = \frac{\mu r}{2(\mu - 1)}
\end{equation}

where we have used equations (2), (3), and (4).

\begin{center}
    \includegraphics[width=0.5\textwidth]{Fig15_23.png}
    \captionof{figure}{Refraction through a sphere}
\end{center}

\end{document}
```

This LaTeX code formats the given physics text into a structured document, including equations, explanations, and a placeholder for the figure. Ensure to replace `Fig15_23.png` with the actual path to your image file if you have it."
15.14,"```latex
\documentclass{article}
\usepackage{amsmath}
\begin{document}

The intensity at a distance \( r \) is given by

\[
I = \frac{W}{4\pi r^2} = \frac{100}{4\pi \times 5^2} = 0.318 \, \text{W/m}^2
\]

The relationship between intensity \( I \) and the electric field amplitude \( E_0 \) is given by

\[
I = \frac{1}{2} \varepsilon_0 c E_0^2
\]

Solving for \( E_0 \), we have

\[
E_0 = \sqrt{\frac{2I}{\varepsilon_0 c}} = \sqrt{\frac{2 \times 0.318}{8.85 \times 10^{-12} \times 3 \times 10^8}} = 15.48 \, \text{V/m}
\]

\end{document}
```

This LaTeX code formats the given physics problem and solution with proper mathematical notation and alignment."
15.15,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Physics Problem and Solution}

\subsection*{(a)}

If the object distance is \( u \), then the distance \( v_1 \) at which the image is formed by the objective is given by

\[
\frac{1}{u} + \frac{1}{v_1} = \frac{1}{f_o}
\]

or

\[
v_1 = -\frac{uf_o}{u-f_o} \tag{1}
\]

The distance of this image from the eyepiece, \( u_1 \), is given by

\[
u_1 = f_o + f_e - \frac{uf_o}{u-f_o} = \frac{ufe - f_o^2 - f_o f_e}{u-f_o} \tag{2}
\]

where \( f_o + f_e \) is the distance between the objective and eyepiece. If the final image is formed at a distance \( v \) from the eyepiece, then

\[
\frac{1}{v} + \frac{1}{u_1} = \frac{1}{f_e}
\]

or

\[
\frac{1}{v} = \frac{1}{f_e} - \frac{u-f_o}{ufe - f_o^2 - f_o f_e}
\]

or

\[
v = -\frac{f_e(ufe - f_o^2 - f_o f_e)}{f_o^2} \tag{3}
\]

Now, \( u \gg f_e, f_o \)

\[
v = -u \left(\frac{f_e}{f_o}\right)^2 = 10^4 \left(\frac{1}{8}\right)^2 = 156.25 \, \text{m}
\]

\subsection*{(b)}

The magnification \( M \) is given by

\[
M = \frac{\text{Height of the final image}}{\text{Height of the object}} = \frac{v_1}{u} \times \frac{v}{u_1} \approx -\frac{f_e}{f_o} = -\frac{1}{8} = -0.125
\]

where we have used equations (1), (2), and (3). Therefore, the height of the final image is

\[
\text{Height of final image} = (\text{height of the object}) \times M = -100 \times 0.125 = -12.5 \, \text{m}
\]

The negative sign indicates that the final image is virtual. Note that the height of the image is only one-eighth of that of the object, but the image is closer than the object by a factor of 64, so it subtends an angle eight times larger, that is, the image appears eight times larger.

\end{document}
```"
15.16,"Certainly! Below is the properly formatted LaTeX code for the given physics text:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

\section*{Problem}

\begin{enumerate}
    \item[(a)] The intensity is given by
    \[
    I = \frac{\text{power}}{\text{cross-section}} = \frac{W}{A} = \frac{1000}{10^{-5} \times 10^{-4}} = 10^{12} \, \text{W/m}^2
    \]

    \item[(b)] The intensity can also be expressed as
    \[
    I = \frac{1}{2} \varepsilon_0 c E_0^2
    \]
    Solving for \(E_0\), we have
    \[
    E_0 = \sqrt{\frac{2I}{\varepsilon_0 c}} = \sqrt{\frac{2 \times 10^{12}}{8.85 \times 10^{-12} \times 3 \times 10^8}} = 2.74 \times 10^7 \, \text{V/m}
    \]
\end{enumerate}

\end{document}
```

This LaTeX code will properly format the physics equations and calculations for intensity and electric field strength."
15.17,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Assume that light is always incident from the left. Then the refracting surface is convex if $r$ is positive (from $V$ to $C$) and concave if $r$ is negative (from $V$ to $C'$), as shown in Fig. 15.24.

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig15_24.png}
    \caption{Light is incident from the left. Sign convention for refraction at a curved optical surface.}
\end{figure}

The symbols used are: object distance $x_0$, object size $y_0$, image distance $x_i$, image size $y_i$, and radius of curvature $r$. The object-image equation can be written as:

\begin{equation}
    n_1 \left(-\frac{1}{x_0}\right) + n_2 \left(\frac{1}{x_i}\right) = \frac{n_2 - n_1}{r}
\end{equation}

The convention results in a negative value for the object distance. Paraxial rays are considered so that $\alpha_1$ and $\alpha_2$ are small. Each ray is given a height and an angle, as shown in Fig. 15.25. The distance $\epsilon$ on the axis, called sagitta, is nearly zero. Considering counterclockwise angles as positive and clockwise angles as negative, equation (1) becomes:

\begin{equation}
    n_1 \alpha_1 l_1 + n_2 (-\alpha_2 l_2) = \frac{n_2 - n_1}{r}
\end{equation}

As $l_2 = l_1$, two simultaneous equations can be written in the variables $\alpha_j$ and $l_j$ ($j = 1, 2$):

\begin{equation}
    l_2 = l_1
\end{equation}

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig15_25.png}
    \caption{Passage of a light ray $P_1$ in medium of refractive index $n_1$ into medium of refractive index $n_2$ onto $P_2$.}
\end{figure}

\begin{equation}
    \alpha_2 = \frac{n_1}{n_2} \alpha_1 - \left(\frac{n_2 - n_1}{n_2 r}\right) l_1
\end{equation}

In matrix form, equations (3) and (4) can be written as:

\begin{equation}
    \begin{pmatrix}
    l_2 \\
    \alpha_2
    \end{pmatrix}
    =
    \begin{pmatrix}
    1 & 0 \\
    \frac{1}{r} (n_1/n_2 - 1) & n_1/n_2
    \end{pmatrix}
    \begin{pmatrix}
    l_1 \\
    \alpha_1
    \end{pmatrix}
\end{equation}

The initial image in medium 1 described by the column vector $I_1 = \begin{pmatrix} l_1 \\ \alpha_1 \end{pmatrix}$ is transformed into the final image in medium 2 described by the column vector $I_2 = \begin{pmatrix} l_2 \\ \alpha_2 \end{pmatrix}$. The transformation is accomplished by the refraction matrix $R_{12}$:

\begin{equation}
    R_{12} =
    \begin{pmatrix}
    1 & 0 \\
    \frac{1}{r} (n_1/n_2 - 1) & n_1/n_2
    \end{pmatrix}
\end{equation}

In matrix notation, equation (5) is written as:

\begin{equation}
    I_2 = R_{12} I_1
\end{equation}

Next, consider a parallel translation of a ray through a distance $d$ in some homogeneous medium, as shown in Fig. 15.26. Since $\alpha_1 = \alpha_2$, for small angles:

\begin{equation}
    l_2 = l_1 + \alpha_1 d
\end{equation}

In matrix form"
15.18,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

Consider two curved surfaces of positive radii of curvature, $r_1$ and $r_2$. The final image in Fig. 15.27 is obtained from the equation:

\[
\begin{pmatrix}
l_3 \\
\alpha_3
\end{pmatrix}
=
\begin{pmatrix}
1 & 0 \\
\frac{n-1}{r_2} & n
\end{pmatrix}
\begin{pmatrix}
1 & d \\
0 & 1
\end{pmatrix}
\begin{pmatrix}
1 & 0 \\
\frac{1-n}{r_1} & \frac{1}{n}
\end{pmatrix}
\begin{pmatrix}
l_1 \\
\alpha_1
\end{pmatrix}
\]

Symbolically, $I_3 = R_{23} T_2 R_{12} I_1$.

Let $P_{12} = \frac{1-n}{r_1 n}$ and $P_{23} = \frac{n-1}{r_2}$.

Then

\[
\begin{pmatrix}
l_3 \\
\alpha_3
\end{pmatrix}
=
\begin{pmatrix}
1 & 0 \\
P_{23} & n
\end{pmatrix}
\begin{pmatrix}
1 & d \\
0 & 1
\end{pmatrix}
\begin{pmatrix}
1 & 0 \\
P_{12} & \frac{1}{n}
\end{pmatrix}
\begin{pmatrix}
l_1 \\
\alpha_1
\end{pmatrix}
=
\begin{pmatrix}
1 + d P_{12} & d \\
n P_{23} + d P_{23} P_{12} + n P_{12} & d P_{23} + 1
\end{pmatrix}
\begin{pmatrix}
l_1 \\
\alpha_1
\end{pmatrix}
\]

\begin{center}
\textbf{Fig. 15.27:} Refraction in a double convex lens of thickness $d$ placed in air.
\end{center}

\end{document}
```

This LaTeX code formats the given physics text into a structured and readable mathematical document, including matrices and symbolic representations of the refraction process in a double convex lens."
15.19,"To properly format the given physics text into LaTeX, we need to ensure that matrices and equations are correctly structured. Here's the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

For a thin lens, \( d = 0 \). The transformation matrix then becomes (see Problem 15.18):

\[
\begin{pmatrix}
1 & 0 \\
P_{23} + nP_{12} & 1
\end{pmatrix}
\]

or 

\[
\begin{pmatrix}
1 & 0 \\
-(n-1) \left( \frac{1}{r_1} - \frac{1}{r_2} \right) & 1
\end{pmatrix}
\]

or 

\[
\begin{pmatrix}
1 & 0 \\
-\frac{1}{f} & 0
\end{pmatrix}
\]

Thus,

\[
-\frac{1}{f_1} - \frac{1}{f_2} = -\frac{1}{f}
\]

or 

\[
\frac{1}{f_1} + \frac{1}{f_2} = \frac{1}{f}
\]

\end{document}
```

This code uses the `amsmath` package for better handling of mathematical expressions, and it formats the matrices and equations in a clear and readable manner."
15.20,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

A constant phase difference implies a constant difference in length between $r_1$ and $r_2$, as shown in Fig. 15.28:

\begin{equation}
    r_1 - r_2 = 2a
\end{equation}

\begin{equation}
    \sqrt{(x+d)^2 + y^2} - \sqrt{(d-x)^2 + y^2} = 2a
\end{equation}

Transposing the second radical:

\begin{equation}
    \sqrt{(x+d)^2 + y^2} = 2a + \sqrt{(d-x)^2 + y^2}
\end{equation}

\begin{center}
    \includegraphics[width=0.5\textwidth]{fig15_28.png}\\
    Fig. 15.28: Locus of a point with constant phase difference from two coherent point sources $s_1$ and $s_2$.
\end{center}

Squaring and simplifying:

\begin{equation}
    x^2(d^2 - a^2) - y^2a^2 = a^2(d^2 - a^2)
\end{equation}

Dividing by $a^2(d^2 - a^2)$:

\begin{equation}
    \frac{x^2}{a^2} - \frac{y^2}{d^2 - a^2} = 1
\end{equation}

Since $2d > 2a$ or $d > a$, $d^2 - a^2$ will be positive. Writing $d^2 - a^2 = b^2$, equation (5) becomes:

\begin{equation}
    \frac{x^2}{a^2} - \frac{y^2}{b^2} = 1
\end{equation}

This is the equation of a hyperbola with the center at the origin and the foci on the $x$-axis. In three dimensions, the locus of $P$ would be a hyperboloid, the figure of revolution of the hyperbola. In an actual Young’s experiment on the observation of interference fringes, one looks at a limited field of view, and consequently, the central portions of hyperbolas appear as straight lines as in Fig. 15.29 (within the dotted lines).

\begin{center}
    \includegraphics[width=0.5\textwidth]{fig15_29.png}\\
    Fig. 15.29: Interference fringes in Young’s experiment.
\end{center}

\end{document}
```"
15.21,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

At any point \( P \) on the screen at a distance \( y \) from the axis, the phase difference due to the waves coming from \( S_1 \) and \( S_2 \) will be due to the optical path difference \((S_2P - S_1P)\), as shown in Fig. 15.11:

\begin{equation}
    \delta = \frac{2\pi}{\lambda} (S_2P - S_1P)
\end{equation}

If \((S_2P - S_1P) = n\lambda\) where \( n = 0, 1, 2, \ldots \), the phase difference \(\delta = 2n\pi\), and the intensity is maximum at \( P \):

If \((S_2P - S_1P) = \left(m + \frac{1}{2}\right) \lambda\), where \( m = 0, 1, 2, \ldots \), the phase difference \(\delta = (2m + 1)\pi\) and the intensity will be zero at \( P \).

With reference to Fig. 15.11,

\begin{align}
    (S_2P)^2 &= L^2 + \left(x + \frac{d}{2}\right)^2 \\
    (S_1P)^2 &= L^2 + \left(x - \frac{d}{2}\right)^2
\end{align}

Thus,

\begin{align}
    (S_2P)^2 - (S_1P)^2 &= (S_2P + S_1P)(S_2P - S_1P) = 2xd
\end{align}

In practice, \( d \) is quite small, typically 0.5 mm, compared to \( L \), typically 1.0 m, and \( P \) is close to the axis, \( y \ll L \), so that \( S_1P \) as well as \( S_2P \) are only slightly greater than \( L \). We can then set \( S_2P + S_1P = 2L \). Therefore,

\begin{equation}
    S_2P - S_1P = \frac{2xd}{2L} = \frac{xd}{L}
\end{equation}

Therefore, the condition for maximum intensity at \( P \) is

\begin{equation}
    \frac{xd}{L} = m\lambda \quad \text{(bright fringes)}
\end{equation}

and the condition for zero intensity at \( P \) is

\begin{equation}
    \frac{xd}{L} = \left(m + \frac{1}{2}\right)\lambda \quad \text{(dark fringes)}
\end{equation}

\( m \) is called the order of the fringe system. On the axis, at \( y = 0 \), \( m = 0 \) and we have the intensity maximum. The central bright band on the screen is flanked on either side by a series of bright and dark bands corresponding to \( m = 1, 2, 3, \ldots \), the \( m \)-th bright fringe being at a distance \( y_m \) from the axis:

\begin{equation}
    y_m = \frac{m\lambda L}{d}
\end{equation}

and the \((m+1)\)-th bright fringe being at a distance

\begin{equation}
    y_{m+1} = \frac{(m+1)\lambda L}{d}
\end{equation}

The separation of the fringes \(\beta\), called the bandwidth, is given by

\begin{equation}
    \Delta y = y_{m+1} - y_m = \beta = \frac{\lambda L}{d}
\end{equation}

\[
\beta = \frac{\lambda L}{d} = \frac{612 \times 10^{-9} \times 4}{2 \times 10^{-3}} = 1.124 \times 10^{-3} \, \text{m} = 1.124 \, \text{mm}
\]

\end{document}
```"
15.22,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

Let a transparent plate of thickness $t$ and refractive index $\mu$ be introduced in the path of one of the two interfering beams of monochromatic light, as shown in Fig. 15.30. A ray traveling from $S_1$ to $O$ covers a distance $t$ in the plate while the rest of the distance $(S_1O - t)$ is covered in air. The effective optical path length would be $\mu t + (S_1O - t)$ or $S_1O + (\mu - 1)t$. 

The optical path length for the ray emanating from $S_2$ would be $S_2O$. Clearly, $S_1O + (\mu - 1)t > S_2O$. Consequently, the central fringe corresponding to zero path difference is not formed at $O$, the normal position of the central fringe in the absence of the plate. The new position of the central fringe would be at $O'$ such that:

\[
S_1O' + (\mu - 1)t = S_2O'
\]

\begin{figure}[h]
    \centering
    \includegraphics[width=0.5\textwidth]{fig15_30.png}
    \caption{Shift of fringes when a transparent plate is introduced in the path of one of the rays in Young’s double-slit experiment.}
\end{figure}

But $S_2O' - S_1O' = \frac{d}{L} \cdot OO'$. Calling $OO' = \Delta_1$, the distance through which the central fringe shifts, we have:

\[
\Delta_1 = \frac{L}{d} (\mu - 1)t
\]

Furthermore, $(\mu - 1)t = n\lambda$. This shift is towards the side on which the plate is placed. Note that the bandwidth of the fringe system is unaffected and the entire fringe system undergoes a lateral shift. With the use of monochromatic light, it is not possible to detect the shift of fringes. However, if white light is used, then the central fringe being white is easily distinguished from the colored fringes and its shift can be easily measured. Thus, by the use of the above procedure, the thickness of the plate can be accurately measured.

\end{document}
```"
15.23,"```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{graphicx}

\begin{document}

\section*{Interference of Light Waves}

\subsection*{(a) Superposition of Two Light Waves}

Let two light waves of the same wavelength $\lambda$ and amplitude $A$ pass through a given point and be represented by

\begin{align}
    y_1 &= A \sin \omega t \label{eq:y1} \\
    y_2 &= A \sin (\omega t - \delta) \label{eq:y2}
\end{align}

where $\omega = 2\pi \nu$ and $\delta$ is the constant phase difference between the two waves. The resulting displacement is then given by

\begin{align}
    y &= y_1 + y_2 = A \sin \omega t + A \sin (\omega t - \delta) \nonumber \\
      &= 2A \cos \frac{\delta}{2} \sin \left( \omega t - \frac{\delta}{2} \right) \label{eq:resulting_displacement}
\end{align}

where we have used the identity

\begin{equation}
    \sin B + \sin C = 2 \sin \left( \frac{B+C}{2} \right) \cos \left( \frac{B-C}{2} \right) \label{eq:trig_identity}
\end{equation}

Equation \eqref{eq:resulting_displacement} represents simple harmonic vibration of frequency $\omega / 2\pi$ and amplitude $A' = 2A \cos(\delta/2)$. The amplitude of the resulting wave varies from $2A$ through $0$ to $-2A$ according to the value of $\delta$. The resulting intensity $I$ at the given point is proportional to the square of the amplitude or $A'^2$:

\begin{equation}
    I \propto 4A^2 \cos^2 \frac{\delta}{2} \label{eq:intensity}
\end{equation}

If $\delta = (2n+1)\pi \, (n = 0, 1, 2, \ldots)$ then $A' = 0$, i.e., the crests of one wave coincide with the troughs of the other, the two waves interfere destructively to give zero intensity, i.e., darkness. If $\delta = 2n\pi$, then $A' = 2A$, i.e., the two waves interfere constructively to produce maximum intensity of $4A^2$. Here the crests of one wave are an integral number of wavelengths ahead of the crest of the other so that the waves are reinforced. By eqn \eqref{eq:y1}, prob. (15.21),

\begin{equation}
    \delta = \frac{2\pi}{\lambda} (S_2P - S_1P) = \frac{2\pi}{\lambda} \left( \frac{dx}{L} \right) \implies I = 4A^2 \cos^2 \left( \frac{\pi dx}{\lambda L} \right) \label{eq:intensity_distribution}
\end{equation}

Figure 15.31 shows the intensity distribution of Young’s fringes. Here $x$ is measured on the screen. The bright central fringe occurs at $x = 0$, in the centre of the fringe system. The other bright fringes are separated by distance, $x = \lambda L/d, 2\lambda L/d, 3\lambda L/d, \ldots$ on either side. Halfway between two neighbouring bright fringes, the centres of dark fringes occur. The light intensity does not drop off suddenly but varies as $\cos^2(\delta/2)$. At maxima, the intensity reaches a value of $4A^2$, and at minima, it is equal to zero. At other points, it is given by \eqref{eq:intensity_distribution}. Thus the intensity in the interference pattern varies between $4A^2$ and zero. In the absence of interference, each beam would contribute $A^2$ so that from two incoherent sources, there would be a uniform intensity of $2A^2$, which is indicated by the horizontal dotted line.

\subsection*{(b) Average Intensity of the Interference Pattern}

Now the average intensity of the interference pattern is obtained by averaging over the $\cos^2$ function in \eqref{eq:intensity_distribution}

\begin{equation}
    \langle I \"
15.24,"Certainly! Below is the given physics text converted into properly formatted LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

Given:
\[
u + v = D = \SI{100}{cm} \implies v = 100 - u = 100 - 30 = \SI{70}{cm}
\]

The magnification \( O \) is given by:
\[
O = \frac{v}{u} = \frac{70}{30} = 0.7
\]

The distance between two coherent sources is:
\[
2d = O = \SI{0.30}{cm}
\]

The bandwidth \( \beta \) is given by:
\[
\beta = \frac{\lambda D}{2d}
\]

Solving for \( \lambda \):
\[
\lambda = \frac{2d \beta}{D} = \frac{(0.3)(0.0195)}{100} = 5.85 \times 10^{-5} \, \text{cm} = 5850 \, \text{\AA}
\]

\end{document}
```

This LaTeX code will produce a document with the physics problem and solution formatted correctly, including the equations and units."
15.25,"To convert the given physics text into properly formatted LaTeX, we need to ensure that all equations are correctly structured and aligned. Here's the LaTeX code for the provided text:

```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\begin{align*}
    D &= y_1 + y_2 = 10 + 100 = 110 \, \text{cm} \\
    2d &= 2(\mu - 1) y_1 \alpha = 2 \times (1.5 - 1) \times \left( \frac{2}{57.3} \right) \times 10 = 0.349 \, \text{cm} \\
    \lambda &= \frac{(2d)\beta}{D} = \frac{0.349 \times 0.018}{110} = 5.711 \times 10^{-5} \, \text{cm} = 5711 \, \text{\AA}.
\end{align*}

\end{document}
```

This LaTeX code uses the `align*` environment for aligning the equations and includes the `amsmath` package for enhanced mathematical formatting. The `siunitx` package is included for consistent unit formatting, although it is not explicitly used in this snippet. Each equation is properly aligned, and units are clearly indicated."
15.26,"Certainly! Below is the properly formatted LaTeX code for the given physics text:

```latex
\documentclass{article}
\usepackage{amsmath}
\begin{document}

\begin{align*}
    \theta &= 20 \\
    s &= \left(20 \times 3600\right) \times \frac{1}{57.3} \text{ rad} = 9.695 \times 10^{-5} \text{ rad} \\
    \beta &= \frac{\lambda}{2\mu\theta} = \frac{5.82 \times 10^{-5} \text{ cm}}{2 \times 1.5 \times 9.695 \times 10^{-5}} = 0.2 \text{ cm} \\
    \text{Number of fringes per centimetre} &= \frac{1}{\beta} = \frac{1}{0.2} = 5.
\end{align*}

\end{document}
```

This LaTeX code includes the necessary mathematical formatting for clarity and precision, with each equation aligned properly."
15.27,"To convert the given physics text into properly formatted LaTeX, we need to ensure that all mathematical symbols and expressions are correctly formatted. Here is the LaTeX code for the given expression:

```latex
\documentclass{article}
\usepackage{amsmath}
\usepackage{siunitx}

\begin{document}

\[
\begin{aligned}
    \theta &= \frac{\lambda}{2\mu \beta} = \frac{6 \times 10^{-5} \, \text{cm}}{2 \times 1.4 \times (0.2 \, \text{cm})} \\
    &= 1.07 \times 10^{-4} \, \text{rad} \\
    &= 1.07 \times 10^{-4} \times 57.3^\circ \\
    &= 22'' \text{ of arc}.
\end{aligned}
\]

\end{document}
```

This LaTeX code uses the `amsmath` package for aligned equations and the `siunitx` package for consistent unit formatting. The calculations are presented step-by-step, and the angle in radians is converted to arcseconds."
15.28,"```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

The radius of the \( n \)-th dark ring is given by
\begin{equation}
    r_n = \sqrt{n \lambda R}
\end{equation}

The radius of the \( (n+m) \)-th dark ring is given by
\begin{equation}
    r_{n+m} = \sqrt{(n+m) \lambda R}
\end{equation}

Squaring equations (1) and (2), subtracting, and solving for \( R \), the radius of curvature of the lower lens:

\begin{align*}
    R &= \frac{r_{n+m}^2 - r_n^2}{m \lambda} \\
      &= \frac{r_{n+20}^2 - r_n^2}{20 \lambda} \\
      &= \frac{(0.368)^2 - (0.162)^2}{20 \times 5.46 \times 10^{-5}} \\
      &= 100 \, \text{cm}
\end{align*}

\end{document}
```

This LaTeX code formats the given physics problem and solution with proper equations and alignment, ensuring clarity and readability."
15.29,"To convert the given physics text into properly formatted LaTeX, we need to ensure that all mathematical expressions are correctly typeset. Here's the LaTeX code:

```latex
\documentclass{article}
\usepackage{amsmath}

\begin{document}

For a dark ring in air, the radius is given by:
\[
r_n = \sqrt{n \lambda R}
\]

For a dark ring in a liquid, the radius is given by:
\[
r'_n = \sqrt{\frac{n \lambda R}{\mu}}
\]

Thus, the refractive index \(\mu\) is calculated as:
\[
\mu = \frac{r_n^2}{r'^2_n} = \frac{60^2}{50^2} = 1.44
\]

\end{document}
```

This LaTeX code will properly format the physics problem and solution with the correct mathematical notation, ensuring clarity and precision."
